1 1:-8.779255 2:-19.56631 3:2.031982 4:-1.7196842 5:0.76044804 6:-1.0682027 7:0.74320203 8:-0.8630574 9:0.9701695 10:-0.8479823 11:1.7006289 12:-0.79580915 13:1.2427422 14:-8.779255 15:-19.56631 16:2.031982 17:-1.7196842 18:0.76044804 19:-1.0682027 20:0.74320203 21:-0.8630574 22:0.9701695 23:-0.8479823 24:1.7006289 25:-0.79580915 26:1.2427422 
1 1:307.39563 2:33.813652 3:3.775708 4:-10.0777025 5:7.7060113 6:-8.6046295 7:-0.382555 8:-7.2646747 9:8.915534 10:-5.461991 11:2.5452914 12:-7.825365 13:6.3932056 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:307.81766 2:33.409184 3:3.2666585 4:-9.6891985 5:6.3692203 6:-8.102114 7:-0.40013534 8:-6.5825067 9:8.841803 10:-5.3247547 11:2.4489112 12:-9.162837 13:6.5472503 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:321.38486 2:28.00497 3:3.8698325 4:-12.007249 5:5.869441 6:-8.150831 7:-1.3818494 8:-6.0006595 9:8.683072 10:-4.844459 11:1.1919799 12:-7.084377 13:7.1126313 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.82422 2:35.799213 3:1.4469925 4:-13.114092 5:7.3110323 6:-9.379007 7:-1.8601981 8:-5.950013 9:9.956038 10:-5.9476647 11:3.4517326 12:-9.130142 13:8.057129 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:309.26773 2:34.783913 3:-0.085878536 4:-14.129778 5:7.0328712 6:-10.217939 7:-0.48230246 8:-5.934051 9:10.355662 10:-5.5718493 11:3.4852216 12:-6.6821175 13:7.009166 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:317.69894 2:28.26765 3:1.3847691 4:-13.6770315 5:5.8355894 6:-8.752556 7:-1.1124386 8:-5.016019 9:10.46288 10:-4.0071454 11:2.9093294 12:-5.6401796 13:7.7919602 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:310.55078 2:30.738781 3:0.8015385 4:-13.958418 5:6.6706257 6:-8.799129 7:-0.25146616 8:-5.8735824 9:10.965709 10:-5.0825777 11:3.3187177 12:-5.6961393 13:8.190748 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:314.5113 2:30.25612 3:1.3968693 4:-13.852137 5:6.2952595 6:-7.7198997 7:0.16183728 8:-5.5853677 9:9.047317 10:-5.827901 11:2.7703125 12:-5.748187 13:7.073387 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:307.50693 2:33.805874 3:-0.17803633 4:-14.566165 5:6.5973463 6:-9.653304 7:0.6463373 8:-4.1990743 9:9.959318 10:-6.2049146 11:3.7101562 12:-6.2411003 13:7.7564135 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:305.4423 2:33.08462 3:-1.7627453 4:-14.014114 5:5.5997806 6:-8.924775 7:0.15324537 8:-4.6244 9:10.963769 10:-6.0272646 11:5.4311986 12:-5.493518 13:8.09849 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:304.89014 2:34.819164 3:0.20831919 4:-14.59247 5:7.393687 6:-9.243587 7:0.8995375 8:-5.043984 9:8.817491 10:-7.7975965 11:3.9780428 12:-3.7318528 13:6.935919 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:303.6792 2:34.38443 3:0.39651665 4:-13.560326 5:7.3832703 6:-8.9156885 7:0.5813077 8:-4.781228 9:9.349087 10:-8.682178 11:3.9895942 12:-3.8014343 13:8.157886 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:302.30518 2:27.737127 3:2.1461937 4:-10.165378 5:6.7365007 6:-7.6870847 7:0.9646863 8:-3.870729 9:6.890628 10:-7.841226 11:4.9662523 12:-2.427986 13:7.854196 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:299.27344 2:29.98126 3:1.7720462 4:-9.729563 5:6.8834577 6:-7.273534 7:1.7954026 8:-3.8598788 9:7.7651887 10:-9.406044 11:5.3158317 12:-2.7186515 13:6.7394104 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:296.76035 2:19.483229 3:5.0576663 4:-4.650279 5:1.6675864 6:-5.1077394 7:5.6411796 8:-2.7881532 9:5.490572 10:-7.7009783 11:5.1338005 12:-0.97972834 13:6.2666073 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:286.09082 2:20.821478 3:3.2616937 4:-3.809844 5:1.1577542 6:-4.2850842 7:4.212577 8:-2.4948788 9:7.5548973 10:-7.7370615 11:4.9861298 12:-1.9948827 13:6.6771913 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:289.3489 2:2.954555 3:8.577478 4:-2.941121 5:-3.2256055 6:-1.8560562 7:1.9878751 8:-2.9182508 9:7.418216 10:-3.408106 11:-1.6248779 12:-0.9542117 13:2.8832798 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:294.3611 2:-3.1120584 3:11.291128 4:-2.2843096 5:-7.6271377 6:-2.5919404 7:-0.10260673 8:-3.8728673 9:6.584109 10:-2.5775528 11:-0.6041105 12:-1.3803065 13:1.5689275 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:302.18478 2:-11.5521 3:14.206868 4:0.39585292 5:-6.4380403 6:-1.675925 7:-0.14922568 8:-3.856787 9:2.6222172 10:-1.1263912 11:1.2273576 12:-0.48934883 13:0.16673739 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:303.03577 2:-13.678828 3:14.177499 4:0.18613826 5:-5.7107835 6:-2.6963527 7:0.65986854 8:-2.6002696 9:2.7811203 10:0.20404479 11:0.3468024 12:1.4728104 13:1.759289 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:300.6737 2:-13.618386 3:17.434046 4:-0.27400535 5:-6.711517 6:-1.0555109 7:0.09595727 8:-1.2389245 9:2.694098 10:-1.746762 11:-0.42778546 12:1.3218728 13:1.4462587 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:301.34515 2:-14.050701 3:18.643072 4:0.18991533 5:-9.443437 6:-2.5922484 7:0.3609433 8:-1.8817272 9:3.121058 10:-2.6938155 11:-1.2977635 12:0.9086337 13:1.1654269 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:297.41318 2:-15.2847595 3:18.016327 4:0.9825892 5:-9.506597 6:-0.66860473 7:3.072808 8:-3.5048025 9:2.0064156 10:-3.7069108 11:-0.8061957 12:1.9640687 13:1.3230828 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:295.58133 2:-13.830446 3:17.424398 4:1.2204998 5:-8.870129 6:-0.8458803 7:2.1860406 8:-2.931038 9:4.3045955 10:-1.0875058 11:-0.26507133 12:1.0071409 13:2.6149895 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:292.8388 2:-17.995169 3:14.887263 4:1.2359262 5:-7.0187855 6:2.5840857 7:4.274664 8:-4.5600915 9:3.3758225 10:-1.9906943 11:0.28779387 12:1.0940136 13:1.423145 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:291.84576 2:-17.327223 3:14.021609 4:1.5772074 5:-7.009269 6:0.37978843 7:4.725865 8:-4.6376085 9:2.8801174 10:-2.9253564 11:-1.7642037 12:1.3716258 13:0.43653008 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:286.5389 2:-19.668362 3:11.833743 4:-0.21229589 5:-7.7617326 6:-0.26978013 7:5.942152 8:-2.8142705 9:3.1079345 10:-0.79648924 11:-2.5753994 12:1.1219383 13:1.1458923 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:285.30545 2:-18.286064 3:11.394885 4:2.3784213 5:-6.0273676 6:1.4257187 7:7.966189 8:-1.6842496 9:2.2150042 10:-1.4319714 11:-2.958225 12:0.74228996 13:2.7402632 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:281.7386 2:-16.618809 3:10.555589 4:4.042942 5:-4.515523 6:-2.1912513 7:3.5564172 8:-3.9884338 9:2.0440845 10:0.44525638 11:-1.3297777 12:1.950498 13:4.85068 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:282.4808 2:-16.34918 3:10.664586 4:4.769765 5:-5.485327 6:-3.553092 7:5.9998083 8:-4.8991127 9:1.0434643 10:0.010763007 11:-0.107793346 12:1.548227 13:3.7891717 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:272.87827 2:-20.33757 3:6.3944235 4:4.5298886 5:-2.9214835 6:-4.415653 7:6.5155373 8:-3.2297366 9:2.7231822 10:2.698251 11:1.2577887 12:1.1389873 13:4.4248414 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:272.51627 2:-17.138044 3:6.424151 4:4.015905 5:-2.2408962 6:-6.373547 7:4.9562855 8:-2.795841 9:0.5364691 10:1.9428365 11:2.9352238 12:1.4439772 13:3.3345656 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:279.4829 2:-11.086695 3:6.60295 4:2.922449 5:0.74408484 6:-4.98236 7:4.9335337 8:-0.6894406 9:-2.2135973 10:-3.6535783 11:2.2055314 12:-0.713507 13:0.66984504 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:276.15317 2:-10.378588 3:8.106455 4:3.432725 5:-0.92863995 6:-5.890731 7:5.0010433 8:-1.4384023 9:-0.7663611 10:-2.0625324 11:3.8324711 12:0.24716298 13:0.59974694 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:271.72256 2:-10.89266 3:6.11158 4:2.6984906 5:-0.6057343 6:-8.446247 7:2.0918686 8:-2.9160013 9:-1.1349638 10:-1.9238633 11:1.6344849 12:-1.0834981 13:2.932961 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:267.68616 2:-9.828873 3:6.4048014 4:1.8774223 5:0.876711 6:-5.8374877 7:3.7160456 8:-1.4613332 9:-0.5135647 10:-1.8774595 11:2.6162093 12:-0.5626112 13:2.0639286 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:261.26434 2:-7.587041 3:4.21987 4:2.610398 5:2.7551954 6:-1.9789375 7:5.3626947 8:-1.5936878 9:2.2416573 10:0.2904767 11:2.3106208 12:-3.3520527 13:1.4096366 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:263.0764 2:-2.8986306 3:4.6789045 4:0.43519682 5:2.4814782 6:-1.4355292 7:6.24587 8:-2.8216038 9:0.07517394 10:-2.64696 11:1.466332 12:-3.0409575 13:1.4447253 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:255.52765 2:-3.7107651 3:4.4562507 4:0.09344208 5:0.23862122 6:-1.1355681 7:6.7844367 8:-1.4524932 9:0.61092573 10:-2.8711863 11:2.4574177 12:-1.6337066 13:3.669631 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:255.16306 2:1.3399894 3:4.829063 4:-0.31474727 5:2.5157769 6:0.6133173 7:7.1160803 8:-1.9259576 9:0.31465098 10:-4.672884 11:2.4551578 12:-3.7270646 13:3.6240396 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:273.3141 2:12.278139 3:11.712053 4:0.5805211 5:6.585068 6:-2.0809422 7:6.583035 8:-2.630792 9:2.4160705 10:-5.9691653 11:0.6989232 12:-4.6742606 13:3.6111443 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:282.81976 2:17.118921 3:11.273209 4:-0.951627 5:10.200355 6:-2.5196667 7:6.2254257 8:-3.7834466 9:4.2947345 10:-6.36069 11:-0.50069666 12:-5.363608 13:4.7406487 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:289.0205 2:21.997398 3:10.971824 4:-4.068683 5:8.710498 6:-2.7985265 7:3.6456904 8:-3.1677635 9:7.5401754 10:-7.2977886 11:-0.19716632 12:-5.242352 13:6.2232747 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:287.3709 2:22.910551 3:10.574803 4:-4.6901155 5:9.430373 6:-3.6583657 7:4.0645266 8:-2.9902797 9:7.6880727 10:-7.6592255 11:-0.7923581 12:-4.961956 13:6.557375 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:283.759 2:23.503445 3:11.251278 4:-4.668961 5:8.519001 6:-4.9592676 7:3.393339 8:-5.842172 9:6.9612083 10:-6.661412 11:-2.0500655 12:-5.4629993 13:6.2176433 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:285.7864 2:25.126894 3:12.584311 4:-5.3510447 5:8.400167 6:-4.301708 7:2.8276844 8:-5.053363 9:7.2072277 10:-7.5303836 11:-1.6243962 12:-7.126645 13:6.415251 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:286.83038 2:25.436335 3:12.311342 4:-5.1737003 5:7.1139436 6:-4.4404087 7:1.8900785 8:-4.5230236 9:5.78936 10:-9.3617115 11:-0.2879762 12:-6.3529644 13:5.9538035 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:291.35645 2:26.52349 3:10.60799 4:-5.7867107 5:8.172874 6:-5.5788255 7:2.3155024 8:-4.96859 9:6.084258 10:-9.145888 11:-1.1206691 12:-6.543299 13:6.0293283 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:289.02286 2:28.343441 3:9.445235 4:-6.7440677 5:9.267752 6:-5.2173443 7:1.5277847 8:-4.948804 9:7.650148 10:-9.417655 11:-1.7172824 12:-6.016239 13:6.0837393 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:288.93073 2:28.66903 3:7.4034643 4:-6.8432264 5:10.062939 6:-5.462732 7:1.7596244 8:-3.7176762 9:7.472923 10:-9.344322 11:-0.48664394 12:-6.4100175 13:4.5548463 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:290.07123 2:27.263914 3:5.8048663 4:-7.073237 5:10.1816225 6:-3.435264 7:2.046082 8:-2.7783191 9:8.669929 10:-9.439232 11:-0.049537253 12:-4.467037 13:5.737851 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:285.84995 2:24.6349 3:7.319006 4:-5.6557293 5:10.589628 6:-3.7643335 7:2.8135796 8:-1.6488096 9:7.953508 10:-9.393772 11:-0.56272864 12:-4.846922 13:6.471725 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:269.02594 2:20.671513 3:9.313245 4:-3.3981826 5:9.6309805 6:-2.1334844 7:4.2053933 8:-3.2627532 9:5.0938845 10:-7.140536 11:-0.11638758 12:-5.7853127 13:6.3957624 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:258.20984 2:16.586885 3:9.732034 4:-1.3603917 5:7.606476 6:-3.1000237 7:3.4627006 8:-3.4636815 9:4.478543 10:-4.820003 11:-0.029123755 12:-6.209196 13:5.7816176 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:270.21252 2:17.405752 3:7.4938126 4:-3.2023182 5:8.182709 6:-3.2309346 7:3.0693781 8:-1.8345273 9:4.211511 10:-8.583502 11:-0.4452552 12:-2.628343 13:5.0636535 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:281.0622 2:21.877457 3:5.32778 4:-3.5105772 5:10.6692915 6:-4.4467783 7:0.9452556 8:-0.9379208 9:5.7863917 10:-10.220341 11:0.60137165 12:-2.4361603 13:5.7302947 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:288.6691 2:24.864588 3:6.1241894 4:-4.2098904 5:11.349792 6:-4.4683857 7:2.2468064 8:-2.8390894 9:6.890802 10:-11.721943 11:-0.1522927 12:-2.648781 13:5.8436785 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:287.29654 2:26.158604 3:7.484134 4:-5.1620507 5:9.603995 6:-3.2619643 7:2.5917609 8:-4.6050253 9:7.217459 10:-11.134468 11:-0.42949936 12:-2.8484662 13:5.6070633 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:283.0697 2:25.646353 3:7.882745 4:-3.1569703 5:11.164349 6:-3.116838 7:4.6240573 8:-4.5443172 9:5.8346725 10:-9.503784 11:-0.42220956 12:-4.4219666 13:6.935259 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:279.53732 2:21.363281 3:9.830241 4:-1.6913102 5:10.6398115 6:-1.7954922 7:5.318793 8:-2.991622 9:6.2638674 10:-8.825329 11:-0.72949934 12:-3.6615605 13:7.138869 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:257.01096 2:15.350317 3:11.946711 4:2.1622934 5:8.171047 6:-0.98501647 7:7.210238 8:-1.9495183 9:3.275129 10:-6.9458485 11:2.468669 12:-4.175919 13:5.900718 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:257.02695 2:16.724121 3:11.864527 4:0.7574513 5:7.7005024 6:-0.75897884 7:7.210748 8:-3.0500278 9:2.4971223 10:-7.9267735 11:1.4651616 12:-4.571419 13:6.7005515 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:257.16776 2:16.211653 3:11.528457 4:0.5709447 5:7.0935884 6:-2.3678436 7:6.774817 8:-1.8049008 9:3.0817313 10:-6.2210846 11:1.8278527 12:-6.253808 13:4.9810843 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:257.25537 2:17.34104 3:11.232039 4:-1.3690481 5:5.938175 6:-1.3981355 7:6.7716107 8:-2.7788498 9:4.0108414 10:-5.139641 11:1.743307 12:-5.006993 13:5.50528 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
1 1:255.91035 2:16.752392 3:11.1459 4:0.99728143 5:7.0189567 6:-2.571859 7:6.5078125 8:-1.869812 9:3.9724267 10:-7.133134 11:2.7573102 12:-3.8244216 13:6.5011816 14:84.52499 15:8.128857 16:2.7935855 17:-3.0206728 18:1.503968 19:-0.9635846 20:0.5756458 21:-1.8537886 22:1.7535696 23:-2.045941 24:0.39769447 25:-1.8186147 26:1.9853085 
