2 1:148.73845 2:5.965197 3:4.819879 4:-0.81120324 5:2.5759306 6:-8.238283 7:-0.101535924 8:-2.9379292 9:3.5203135 10:-3.3485343 11:5.0508685 12:-2.246202 13:-0.31486708 14:148.73845 15:5.965197 16:4.819879 17:-0.81120324 18:2.5759306 19:-8.238283 20:-0.101535924 21:-2.9379292 22:3.5203135 23:-3.3485343 24:5.0508685 25:-2.246202 26:-0.31486708 
2 1:300.53058 2:-2.174608 3:10.372651 4:0.5079788 5:4.784484 6:1.1760353 7:-0.1660559 8:-4.128591 9:5.2892942 10:-3.8542862 11:-3.8768415 12:-2.2481477 13:2.1389823 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:302.78128 2:-8.823408 3:12.842248 4:2.3794029 5:2.2130523 6:1.9069389 7:1.163421 8:-4.8151736 9:6.054334 10:-0.75336397 11:-2.4004097 12:-0.76028126 13:0.24328125 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:303.85214 2:-10.295691 3:12.270275 4:0.5096056 5:2.1768687 6:2.986506 7:2.2232122 8:-4.203302 9:5.287487 10:-1.0062926 11:-1.9715306 12:1.3290699 13:1.5013459 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:299.7239 2:-12.113607 3:13.364296 4:-0.7097443 5:3.080776 6:2.8024788 7:0.9857128 8:-2.6129344 9:4.5026145 10:-1.7043412 11:-1.8121322 12:-1.3014938 13:-1.1103871 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.15024 2:-14.018051 3:14.394624 4:-0.02510033 5:2.9841688 6:3.158709 7:-0.22718349 8:-3.0931787 9:3.0970578 10:-1.785188 11:-1.547543 12:0.0728835 13:-0.22086029 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:299.8472 2:-16.834778 3:13.052176 4:-2.2682545 5:1.9993454 6:1.7282261 7:-1.6103208 8:-4.884332 9:0.73535717 10:-2.869875 11:-0.48379672 12:1.413703 13:-1.4982315 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:296.70703 2:-17.489534 3:13.575531 4:-0.9326992 5:1.4937 6:2.4445977 7:0.12465026 8:-4.6811957 9:1.0566862 10:-3.053808 11:1.3213837 12:2.576169 13:0.6405066 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:295.6808 2:-14.461737 3:14.930292 4:-0.4857353 5:3.5232496 6:1.8013644 7:-1.3410568 8:-4.1114297 9:1.4742186 10:0.16836612 11:0.24006903 12:0.41145974 13:-1.1362059 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:296.50403 2:-15.574997 3:15.034362 4:-0.285469 5:2.7485616 6:-0.26125538 7:-2.451272 8:-2.840201 9:3.9333067 10:0.65864867 11:0.3304629 12:2.2641778 13:-2.8580265 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:298.2124 2:-16.069887 3:14.734049 4:-2.0631251 5:3.2274015 6:3.6285818 7:-0.93439525 8:-4.4396415 9:1.6482744 10:-1.0655301 11:-1.6702567 12:0.060197894 13:-3.4605453 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:295.6956 2:-16.22001 3:15.145307 4:0.020574592 5:2.0811334 6:3.3195584 7:-1.033224 8:-5.867815 9:2.9773517 10:0.5206229 11:-0.38370976 12:1.0416753 13:-2.0691774 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:290.36978 2:-19.532677 3:11.450145 4:-0.044308122 5:1.6279974 6:1.0589129 7:0.9967898 8:-3.5431988 9:3.6393135 10:1.6503408 11:0.83303815 12:1.1478999 13:-1.007074 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:289.23416 2:-18.981071 3:10.62553 4:0.7333292 5:2.207272 6:1.4794912 7:-0.7773464 8:-4.6030445 9:3.307546 10:1.8339381 11:0.9660739 12:1.7329943 13:-0.13322826 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:286.8344 2:-18.414095 3:12.677529 4:-0.91741884 5:0.5629601 6:0.9848908 7:-1.9059767 8:-1.1162043 9:7.177432 10:1.9930196 11:-1.8737062 12:-2.4627054 13:-0.14867304 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:287.22284 2:-19.818739 3:11.872902 4:1.0346801 5:0.57932085 6:1.7423459 7:-2.0377822 8:-2.800082 9:6.1934824 10:0.810667 11:-0.53131753 12:0.14138757 13:0.6924415 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:292.48608 2:-18.970306 3:9.315707 4:1.9453789 5:3.1071787 6:3.0761168 7:-0.39750057 8:-4.292221 9:5.0083427 10:-0.8276208 11:-2.962839 12:1.5628719 13:0.40246573 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:293.72192 2:-19.77904 3:7.793621 4:0.2991157 5:3.2979493 6:4.6774592 7:-0.77081436 8:-3.1019666 9:5.774318 10:-1.1255196 11:-1.9935036 12:-1.3063601 13:0.53368604 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:286.05298 2:-18.223213 3:6.7362547 4:1.5831987 5:2.7553072 6:0.3928041 7:-2.277239 8:-5.5487723 9:4.310621 10:-2.0792046 11:-1.7961273 12:0.11973563 13:1.1514839 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:283.86227 2:-17.366898 3:6.1592307 4:3.6449947 5:2.9334698 6:0.12076298 7:-1.9880818 8:-4.0970263 9:6.0830436 10:0.056816954 11:0.6081702 12:0.74819005 13:0.8509201 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:281.65366 2:-10.639725 3:8.015129 4:5.4123173 5:7.099578 6:0.28098464 7:-0.591447 8:-0.6067058 9:4.224476 10:-3.5045767 11:-0.4423349 12:0.9653063 13:0.607237 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:293.0619 2:-4.1981473 3:8.237663 4:9.34614 5:13.359767 6:0.7507212 7:0.6663464 8:-2.4195743 9:5.309099 10:-4.911041 11:0.25884575 12:-1.46611 13:1.1535321 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:304.05746 2:3.901179 3:1.3687096 4:12.406024 5:19.613377 6:-2.7829952 7:3.1719608 8:-5.5141993 9:8.399412 10:-3.1325011 11:2.8285542 12:-1.421044 13:1.0286663 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.3682 2:2.1613371 3:-1.1437935 4:12.060837 5:18.394938 6:-3.187638 7:2.229968 8:-5.734869 9:8.783493 10:-2.9322493 11:2.941128 12:-1.1027187 13:1.6112891 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:307.1461 2:2.674042 3:0.024655528 4:12.609803 5:20.116331 6:-2.820133 7:3.458532 8:-5.4419084 9:8.535159 10:-4.2938414 11:1.6955347 12:-0.13477232 13:2.4150124 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.52713 2:3.0520258 3:-2.020586 4:12.627292 5:18.73819 6:-1.5765222 7:2.617156 8:-6.1599154 9:8.326809 10:-4.594816 11:1.6754291 12:0.069680355 13:3.3788295 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:305.0567 2:3.4678092 3:-1.4509708 4:10.535083 5:19.200123 6:-1.7521957 7:2.5847814 8:-5.9668245 9:8.37844 10:-3.9895842 11:1.7554792 12:-0.59761983 13:2.438985 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:304.95923 2:2.8808956 3:-0.7752898 4:11.238813 5:20.302183 6:-1.3368074 7:1.8230513 8:-7.369329 9:8.14659 10:-3.962197 11:2.3239343 12:-1.3962814 13:2.3104758 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:304.99182 2:-0.4921668 3:3.6122003 4:9.703474 5:19.763403 6:2.2504036 7:0.6581031 8:-5.525758 9:6.8738565 10:-3.8934722 11:0.30663243 12:-1.1355709 13:1.3034543 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:305.0643 2:-1.8384063 3:5.6068654 4:9.399328 5:17.80842 6:2.8705304 7:1.0139613 8:-5.0965686 9:5.756331 10:-3.0252683 11:0.84716153 12:-1.1156526 13:0.8171193 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:303.18414 2:-2.3223834 3:8.738782 4:6.60459 5:16.399605 6:3.156707 7:3.0053868 8:-4.4029417 9:5.968658 10:-0.24831365 11:1.2241254 12:0.18436614 13:-0.5448455 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.16153 2:-3.2198865 3:9.253563 4:5.319915 5:17.435995 6:5.6273665 7:2.893625 8:-6.414815 9:2.84545 10:-1.5736182 11:1.7800244 12:-0.91715974 13:-1.4487052 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:302.51794 2:-5.1772156 3:10.765337 4:5.3744173 5:15.245482 6:6.9778357 7:0.007989615 8:-7.219541 9:3.6353555 10:-2.0645242 11:0.090946645 12:-1.4115722 13:0.25306925 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:303.383 2:-6.4911375 3:12.844163 4:4.3874464 5:10.610055 6:4.364956 7:0.9025036 8:-6.7686825 9:3.1192589 10:0.22974999 11:-0.8016236 12:-1.389738 13:-0.16407093 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:297.79062 2:-9.420223 3:14.422324 4:3.309896 5:8.247779 6:6.0786433 7:0.46526155 8:-5.5803533 9:4.3431654 10:-1.7985574 11:-0.09102387 12:-0.94264203 13:-1.9661912 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:288.93552 2:-9.61171 3:14.780844 4:6.713381 5:9.781779 6:5.350081 7:3.637921 8:-4.3751535 9:2.0492773 10:-3.046653 11:-0.0900603 12:-1.1627691 13:-2.0687344 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:285.029 2:-5.8655915 3:12.372517 4:5.374409 5:7.3245354 6:3.7683096 7:1.0356901 8:-5.2507725 9:6.2750797 10:-0.43057784 11:0.84963274 12:-1.1227816 13:-0.70077354 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:282.07913 2:-6.525975 3:12.890202 4:5.458607 5:7.7398615 6:3.6852682 7:2.5715148 8:-5.593562 9:5.219487 10:0.24355675 11:-0.6788762 12:-0.819418 13:0.51579213 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:280.1076 2:-3.4214222 3:8.660542 4:8.004866 5:8.441312 6:0.4262037 7:5.9617968 8:-5.1582 9:-0.06761555 10:-3.0961616 11:1.226752 12:-2.3567364 13:3.4459429 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:279.37646 2:1.7274889 3:7.20209 4:8.55089 5:10.232395 6:-0.5446797 7:6.177296 8:-4.517185 9:1.4725169 10:-3.3850238 11:2.8662953 12:-3.9730651 13:1.2812791 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:270.5031 2:5.8773723 3:9.420768 4:4.6759295 5:11.211959 6:2.0556633 7:2.8302443 8:-4.5054455 9:4.2482796 10:-4.427268 11:4.2083473 12:0.55601436 13:2.046144 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:271.74994 2:8.565981 3:10.838871 4:3.862002 5:11.799501 6:1.6643115 7:3.8862047 8:-4.6991262 9:5.109356 10:-3.8725696 11:2.3592732 12:-1.9998184 13:4.5327764 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:278.17126 2:12.416495 3:6.7509584 4:4.87879 5:12.849741 6:0.6977127 7:6.0275984 8:-4.304494 9:4.4082828 10:-4.973882 11:2.3093617 12:-3.686578 13:6.6779046 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:285.5819 2:13.261754 3:4.0609903 4:3.5897765 5:13.196704 6:-1.1690161 7:7.682148 8:-3.2213757 9:4.057282 10:-3.6663594 11:1.6466407 12:-3.8227887 13:6.955263 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:292.09583 2:13.832375 3:1.7568359 4:3.8078144 5:12.599392 6:-2.306827 7:10.608594 8:-2.4576833 9:4.4189596 10:-3.7741687 11:-0.83040947 12:-4.9852486 13:7.644104 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:292.45978 2:14.90819 3:0.5093419 4:4.1221952 5:12.342871 6:-2.6039133 7:11.475421 8:-3.6615944 9:4.8215976 10:-4.634835 11:-1.3799732 12:-3.965008 13:7.024796 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:292.614 2:16.05904 3:-0.1793315 4:4.524737 5:10.819998 6:-3.083069 7:11.660743 8:-3.7729292 9:7.6089387 10:-5.570432 11:-0.14988996 12:-4.8181105 13:6.2945743 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:294.3388 2:15.511566 3:-0.14924476 4:3.688224 5:9.430414 6:-3.4896073 7:11.352464 8:-3.3698826 9:8.533397 10:-5.1241546 11:0.32121256 12:-4.290703 13:5.498497 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:300.74646 2:20.387873 3:0.28644508 4:2.5123112 5:6.5528336 6:-7.402411 7:7.8304896 8:-4.543896 9:7.823381 10:-3.7301278 11:3.5071678 12:-4.439294 13:6.347304 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:308.24884 2:24.200565 3:1.4341277 4:0.67665946 5:4.8051767 6:-9.958022 7:7.976661 8:-6.6762614 9:6.8920255 10:-3.558868 11:4.4328237 12:-6.22561 13:4.8716946 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:310.3197 2:26.13245 3:-1.7483276 4:-2.6315095 5:4.181582 6:-10.608047 7:7.8045416 8:-3.8696167 9:6.425153 10:-5.269493 11:5.770226 12:-5.0788455 13:6.0632377 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:313.16675 2:27.107761 3:-4.812758 4:-3.6551619 5:4.4850345 6:-10.811175 7:8.499736 8:-4.1520987 9:6.4649744 10:-6.2881117 11:6.744851 12:-4.3035192 13:6.446349 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:314.3708 2:27.260593 3:-5.6293955 4:-4.097312 5:7.0756783 6:-9.289818 7:7.6661077 8:-4.866958 9:5.960799 10:-7.8177752 11:7.97865 12:-2.5710666 13:5.7948775 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:316.62244 2:26.712555 3:-6.4244485 4:-5.029975 5:9.166796 6:-9.627185 7:6.7235875 8:-5.1264114 9:4.8878584 10:-7.0922647 11:8.6648855 12:-2.3733733 13:5.2633657 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:316.5421 2:26.347727 3:-7.5665617 4:-3.902435 5:10.244061 6:-7.957261 7:4.516977 8:-5.9172297 9:4.9137316 10:-6.8717527 11:9.978801 12:-1.7756032 13:5.2288103 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:317.88196 2:23.940065 3:-6.8077273 4:-4.5780396 5:12.018539 6:-7.768049 7:2.8312624 8:-6.0069127 9:4.490192 10:-5.186767 11:9.625413 12:-2.0926 13:4.394755 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:315.78595 2:24.22263 3:-6.523482 4:-3.807736 5:15.413358 6:-7.3011165 7:1.0868315 8:-7.1884913 9:4.776959 10:-5.3785167 11:9.116551 12:-2.1963594 13:3.5523386 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:316.1996 2:22.277245 3:-6.7085114 4:-2.811922 5:16.065489 6:-7.5613065 7:1.0777924 8:-6.624132 9:4.94871 10:-5.742985 11:8.12062 12:-3.0763052 13:3.4252434 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:315.2989 2:22.970993 3:-8.842014 4:0.72340274 5:16.594915 6:-7.415125 7:2.3288631 8:-6.449354 9:5.7011356 10:-7.152214 11:6.948294 12:-3.962357 13:3.7623005 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:315.24832 2:19.495829 3:-8.886334 4:3.4476223 5:16.970041 6:-7.813824 7:3.402175 8:-6.244708 9:6.19256 10:-6.4976573 11:5.569516 12:-3.6813421 13:3.2802057 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:312.84396 2:17.635675 3:-9.115958 4:10.39747 5:16.149399 6:-6.6282845 7:4.1795707 8:-7.3514857 9:8.209632 10:-7.627245 11:5.7951813 12:-4.942458 13:2.7877307 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:309.92075 2:16.205345 3:-8.360852 4:11.343625 5:16.16468 6:-6.800135 7:4.903415 8:-7.527325 9:8.472324 10:-7.432924 11:5.9981074 12:-4.2811937 13:3.2345564 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:306.02374 2:12.761726 3:-3.9581575 4:8.594884 5:16.922625 6:-7.3154297 7:4.899185 8:-4.026243 9:8.540966 10:-3.694296 11:4.4947104 12:-4.0431046 13:3.5382228 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:301.74295 2:13.682608 3:-3.5171118 4:7.9168425 5:16.829521 6:-5.384235 7:4.1404967 8:-3.9534261 9:8.379142 10:-3.8554924 11:5.8078327 12:-4.554214 13:4.776791 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:282.9836 2:17.417929 3:-0.30939868 4:2.9509082 5:14.443736 6:-3.3075528 7:4.7682495 8:-5.7994275 9:5.915514 10:-3.52015 11:5.9725575 12:-4.0740867 13:4.582332 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
2 1:275.4388 2:14.941874 3:-2.1903298 4:2.3133442 5:13.129969 6:-4.328038 7:4.4709616 8:-3.8305287 9:4.8765297 10:-3.602457 11:6.4649057 12:-3.288818 13:4.9255238 14:87.153786 15:9.246072 16:3.3653405 17:-1.1651949 18:2.4985878 19:-3.0299468 20:-0.43937 21:-2.4440985 22:2.223751 23:-0.84401184 24:1.5867001 25:-1.8671975 26:1.3737147 
